"","GEOID","NAME","variable","estimate","moe"
"1","17031010100","Census Tract 101, Cook County, Illinois","B01001_001",4522,529
"2","17031010100","Census Tract 101, Cook County, Illinois","B02001_002",2118,439
"3","17031010100","Census Tract 101, Cook County, Illinois","B17007_002",570,139
"4","17031010100","Census Tract 101, Cook County, Illinois","B19013_001",37985,10569
"5","17031010100","Census Tract 101, Cook County, Illinois","B23006_023",1404,340
"6","17031010201","Census Tract 102.01, Cook County, Illinois","B01001_001",7039,804
"7","17031010201","Census Tract 102.01, Cook County, Illinois","B02001_002",3392,841
"8","17031010201","Census Tract 102.01, Cook County, Illinois","B17007_002",590,286
"9","17031010201","Census Tract 102.01, Cook County, Illinois","B19013_001",39549,14169
"10","17031010201","Census Tract 102.01, Cook County, Illinois","B23006_023",1401,266
"11","17031010202","Census Tract 102.02, Cook County, Illinois","B01001_001",2852,291
"12","17031010202","Census Tract 102.02, Cook County, Illinois","B02001_002",1265,229
"13","17031010202","Census Tract 102.02, Cook County, Illinois","B17007_002",257,89
"14","17031010202","Census Tract 102.02, Cook County, Illinois","B19013_001",38370,8966
"15","17031010202","Census Tract 102.02, Cook County, Illinois","B23006_023",619,129
"16","17031010300","Census Tract 103, Cook County, Illinois","B01001_001",6650,514
"17","17031010300","Census Tract 103, Cook County, Illinois","B02001_002",3921,525
"18","17031010300","Census Tract 103, Cook County, Illinois","B17007_002",553,183
"19","17031010300","Census Tract 103, Cook County, Illinois","B19013_001",38866,4386
"20","17031010300","Census Tract 103, Cook County, Illinois","B23006_023",1692,338
"21","17031010400","Census Tract 104, Cook County, Illinois","B01001_001",5153,609
"22","17031010400","Census Tract 104, Cook County, Illinois","B02001_002",3654,472
"23","17031010400","Census Tract 104, Cook County, Illinois","B17007_002",538,202
"24","17031010400","Census Tract 104, Cook County, Illinois","B19013_001",39152,6316
"25","17031010400","Census Tract 104, Cook County, Illinois","B23006_023",1471,292
"26","17031010501","Census Tract 105.01, Cook County, Illinois","B01001_001",4147,368
"27","17031010501","Census Tract 105.01, Cook County, Illinois","B02001_002",2116,257
"28","17031010501","Census Tract 105.01, Cook County, Illinois","B17007_002",527,212
"29","17031010501","Census Tract 105.01, Cook County, Illinois","B19013_001",34455,6452
"30","17031010501","Census Tract 105.01, Cook County, Illinois","B23006_023",1609,265
"31","17031010502","Census Tract 105.02, Cook County, Illinois","B01001_001",2802,331
"32","17031010502","Census Tract 105.02, Cook County, Illinois","B02001_002",1522,177
"33","17031010502","Census Tract 105.02, Cook County, Illinois","B17007_002",511,186
"34","17031010502","Census Tract 105.02, Cook County, Illinois","B19013_001",37500,6486
"35","17031010502","Census Tract 105.02, Cook County, Illinois","B23006_023",980,151
"36","17031010503","Census Tract 105.03, Cook County, Illinois","B01001_001",1713,280
"37","17031010503","Census Tract 105.03, Cook County, Illinois","B02001_002",1170,279
"38","17031010503","Census Tract 105.03, Cook County, Illinois","B17007_002",635,201
"39","17031010503","Census Tract 105.03, Cook County, Illinois","B19013_001",20357,4784
"40","17031010503","Census Tract 105.03, Cook County, Illinois","B23006_023",316,89
"41","17031010600","Census Tract 106, Cook County, Illinois","B01001_001",6271,623
"42","17031010600","Census Tract 106, Cook County, Illinois","B02001_002",4186,597
"43","17031010600","Census Tract 106, Cook County, Illinois","B17007_002",1109,458
"44","17031010600","Census Tract 106, Cook County, Illinois","B19013_001",47549,9256
"45","17031010600","Census Tract 106, Cook County, Illinois","B23006_023",2111,327
"46","17031010701","Census Tract 107.01, Cook County, Illinois","B01001_001",3766,355
"47","17031010701","Census Tract 107.01, Cook County, Illinois","B02001_002",2293,432
"48","17031010701","Census Tract 107.01, Cook County, Illinois","B17007_002",196,94
"49","17031010701","Census Tract 107.01, Cook County, Illinois","B19013_001",55529,10522
"50","17031010701","Census Tract 107.01, Cook County, Illinois","B23006_023",1020,156
"51","17031010702","Census Tract 107.02, Cook County, Illinois","B01001_001",5096,553
"52","17031010702","Census Tract 107.02, Cook County, Illinois","B02001_002",2937,498
"53","17031010702","Census Tract 107.02, Cook County, Illinois","B17007_002",412,103
"54","17031010702","Census Tract 107.02, Cook County, Illinois","B19013_001",41161,2666
"55","17031010702","Census Tract 107.02, Cook County, Illinois","B23006_023",1357,178
"56","17031020100","Census Tract 201, Cook County, Illinois","B01001_001",3836,361
"57","17031020100","Census Tract 201, Cook County, Illinois","B02001_002",1486,335
"58","17031020100","Census Tract 201, Cook County, Illinois","B17007_002",204,79
"59","17031020100","Census Tract 201, Cook County, Illinois","B19013_001",51346,11242
"60","17031020100","Census Tract 201, Cook County, Illinois","B23006_023",893,164
"61","17031020200","Census Tract 202, Cook County, Illinois","B01001_001",6739,510
"62","17031020200","Census Tract 202, Cook County, Illinois","B02001_002",3926,652
"63","17031020200","Census Tract 202, Cook County, Illinois","B17007_002",232,125
"64","17031020200","Census Tract 202, Cook County, Illinois","B19013_001",66831,17456
"65","17031020200","Census Tract 202, Cook County, Illinois","B23006_023",1501,267
"66","17031020301","Census Tract 203.01, Cook County, Illinois","B01001_001",5472,456
"67","17031020301","Census Tract 203.01, Cook County, Illinois","B02001_002",4417,460
"68","17031020301","Census Tract 203.01, Cook County, Illinois","B17007_002",241,103
"69","17031020301","Census Tract 203.01, Cook County, Illinois","B19013_001",54496,7103
"70","17031020301","Census Tract 203.01, Cook County, Illinois","B23006_023",1261,197
"71","17031020302","Census Tract 203.02, Cook County, Illinois","B01001_001",5348,481
"72","17031020302","Census Tract 203.02, Cook County, Illinois","B02001_002",3712,463
"73","17031020302","Census Tract 203.02, Cook County, Illinois","B17007_002",333,131
"74","17031020302","Census Tract 203.02, Cook County, Illinois","B19013_001",72572,17009
"75","17031020302","Census Tract 203.02, Cook County, Illinois","B23006_023",1419,227
"76","17031020400","Census Tract 204, Cook County, Illinois","B01001_001",4236,370
"77","17031020400","Census Tract 204, Cook County, Illinois","B02001_002",2430,440
"78","17031020400","Census Tract 204, Cook County, Illinois","B17007_002",194,89
"79","17031020400","Census Tract 204, Cook County, Illinois","B19013_001",63977,12623
"80","17031020400","Census Tract 204, Cook County, Illinois","B23006_023",1175,187
"81","17031020500","Census Tract 205, Cook County, Illinois","B01001_001",6584,815
"82","17031020500","Census Tract 205, Cook County, Illinois","B02001_002",2499,693
"83","17031020500","Census Tract 205, Cook County, Illinois","B17007_002",468,266
"84","17031020500","Census Tract 205, Cook County, Illinois","B19013_001",41432,4121
"85","17031020500","Census Tract 205, Cook County, Illinois","B23006_023",1299,301
"86","17031020601","Census Tract 206.01, Cook County, Illinois","B01001_001",6131,643
"87","17031020601","Census Tract 206.01, Cook County, Illinois","B02001_002",3758,660
"88","17031020601","Census Tract 206.01, Cook County, Illinois","B17007_002",177,128
"89","17031020601","Census Tract 206.01, Cook County, Illinois","B19013_001",41308,6062
"90","17031020601","Census Tract 206.01, Cook County, Illinois","B23006_023",1093,317
"91","17031020602","Census Tract 206.02, Cook County, Illinois","B01001_001",4734,475
"92","17031020602","Census Tract 206.02, Cook County, Illinois","B02001_002",2545,501
"93","17031020602","Census Tract 206.02, Cook County, Illinois","B17007_002",181,79
"94","17031020602","Census Tract 206.02, Cook County, Illinois","B19013_001",53234,5861
"95","17031020602","Census Tract 206.02, Cook County, Illinois","B23006_023",1004,190
"96","17031020701","Census Tract 207.01, Cook County, Illinois","B01001_001",1748,162
"97","17031020701","Census Tract 207.01, Cook County, Illinois","B02001_002",1275,139
"98","17031020701","Census Tract 207.01, Cook County, Illinois","B17007_002",51,45
"99","17031020701","Census Tract 207.01, Cook County, Illinois","B19013_001",91477,25794
"100","17031020701","Census Tract 207.01, Cook County, Illinois","B23006_023",457,75
"101","17031020702","Census Tract 207.02, Cook County, Illinois","B01001_001",7674,849
"102","17031020702","Census Tract 207.02, Cook County, Illinois","B02001_002",4383,766
"103","17031020702","Census Tract 207.02, Cook County, Illinois","B17007_002",287,195
"104","17031020702","Census Tract 207.02, Cook County, Illinois","B19013_001",47063,12247
"105","17031020702","Census Tract 207.02, Cook County, Illinois","B23006_023",1263,356
"106","17031020801","Census Tract 208.01, Cook County, Illinois","B01001_001",6112,639
"107","17031020801","Census Tract 208.01, Cook County, Illinois","B02001_002",3724,592
"108","17031020801","Census Tract 208.01, Cook County, Illinois","B17007_002",223,112
"109","17031020801","Census Tract 208.01, Cook County, Illinois","B19013_001",51467,9130
"110","17031020801","Census Tract 208.01, Cook County, Illinois","B23006_023",1119,269
"111","17031020802","Census Tract 208.02, Cook County, Illinois","B01001_001",7952,880
"112","17031020802","Census Tract 208.02, Cook County, Illinois","B02001_002",3160,761
"113","17031020802","Census Tract 208.02, Cook County, Illinois","B17007_002",208,130
"114","17031020802","Census Tract 208.02, Cook County, Illinois","B19013_001",48067,5357
"115","17031020802","Census Tract 208.02, Cook County, Illinois","B23006_023",1481,269
"116","17031020901","Census Tract 209.01, Cook County, Illinois","B01001_001",5966,742
"117","17031020901","Census Tract 209.01, Cook County, Illinois","B02001_002",2450,557
"118","17031020901","Census Tract 209.01, Cook County, Illinois","B17007_002",331,159
"119","17031020901","Census Tract 209.01, Cook County, Illinois","B19013_001",49901,6753
"120","17031020901","Census Tract 209.01, Cook County, Illinois","B23006_023",1221,238
"121","17031020902","Census Tract 209.02, Cook County, Illinois","B01001_001",4680,489
"122","17031020902","Census Tract 209.02, Cook County, Illinois","B02001_002",2582,483
"123","17031020902","Census Tract 209.02, Cook County, Illinois","B17007_002",462,339
"124","17031020902","Census Tract 209.02, Cook County, Illinois","B19013_001",37405,3848
"125","17031020902","Census Tract 209.02, Cook County, Illinois","B23006_023",675,140
"126","17031030101","Census Tract 301.01, Cook County, Illinois","B01001_001",3768,514
"127","17031030101","Census Tract 301.01, Cook County, Illinois","B02001_002",1944,337
"128","17031030101","Census Tract 301.01, Cook County, Illinois","B17007_002",295,148
"129","17031030101","Census Tract 301.01, Cook County, Illinois","B19013_001",48927,5400
"130","17031030101","Census Tract 301.01, Cook County, Illinois","B23006_023",1157,280
"131","17031030102","Census Tract 301.02, Cook County, Illinois","B01001_001",2703,263
"132","17031030102","Census Tract 301.02, Cook County, Illinois","B02001_002",1571,212
"133","17031030102","Census Tract 301.02, Cook County, Illinois","B17007_002",411,153
"134","17031030102","Census Tract 301.02, Cook County, Illinois","B19013_001",45086,5375
"135","17031030102","Census Tract 301.02, Cook County, Illinois","B23006_023",1125,212
"136","17031030103","Census Tract 301.03, Cook County, Illinois","B01001_001",2252,312
"137","17031030103","Census Tract 301.03, Cook County, Illinois","B02001_002",1289,221
"138","17031030103","Census Tract 301.03, Cook County, Illinois","B17007_002",216,83
"139","17031030103","Census Tract 301.03, Cook County, Illinois","B19013_001",49103,7616
"140","17031030103","Census Tract 301.03, Cook County, Illinois","B23006_023",769,159
"141","17031030104","Census Tract 301.04, Cook County, Illinois","B01001_001",3569,385
"142","17031030104","Census Tract 301.04, Cook County, Illinois","B02001_002",2488,385
"143","17031030104","Census Tract 301.04, Cook County, Illinois","B17007_002",378,128
"144","17031030104","Census Tract 301.04, Cook County, Illinois","B19013_001",37586,7324
"145","17031030104","Census Tract 301.04, Cook County, Illinois","B23006_023",689,186
"146","17031030200","Census Tract 302, Cook County, Illinois","B01001_001",5444,567
"147","17031030200","Census Tract 302, Cook County, Illinois","B02001_002",4490,481
"148","17031030200","Census Tract 302, Cook County, Illinois","B17007_002",647,352
"149","17031030200","Census Tract 302, Cook County, Illinois","B19013_001",65810,11875
"150","17031030200","Census Tract 302, Cook County, Illinois","B23006_023",2235,350
"151","17031030300","Census Tract 303, Cook County, Illinois","B01001_001",3464,456
"152","17031030300","Census Tract 303, Cook County, Illinois","B02001_002",2172,405
"153","17031030300","Census Tract 303, Cook County, Illinois","B17007_002",340,88
"154","17031030300","Census Tract 303, Cook County, Illinois","B19013_001",38427,3774
"155","17031030300","Census Tract 303, Cook County, Illinois","B23006_023",814,178
"156","17031030400","Census Tract 304, Cook County, Illinois","B01001_001",2582,295
"157","17031030400","Census Tract 304, Cook County, Illinois","B02001_002",2091,297
"158","17031030400","Census Tract 304, Cook County, Illinois","B17007_002",155,71
"159","17031030400","Census Tract 304, Cook County, Illinois","B19013_001",50781,8524
"160","17031030400","Census Tract 304, Cook County, Illinois","B23006_023",1182,170
"161","17031030500","Census Tract 305, Cook County, Illinois","B01001_001",6428,512
"162","17031030500","Census Tract 305, Cook County, Illinois","B02001_002",5072,423
"163","17031030500","Census Tract 305, Cook County, Illinois","B17007_002",253,117
"164","17031030500","Census Tract 305, Cook County, Illinois","B19013_001",79414,13265
"165","17031030500","Census Tract 305, Cook County, Illinois","B23006_023",2975,331
"166","17031030601","Census Tract 306.01, Cook County, Illinois","B01001_001",3956,451
"167","17031030601","Census Tract 306.01, Cook County, Illinois","B02001_002",2607,459
"168","17031030601","Census Tract 306.01, Cook County, Illinois","B17007_002",244,131
"169","17031030601","Census Tract 306.01, Cook County, Illinois","B19013_001",41675,3554
"170","17031030601","Census Tract 306.01, Cook County, Illinois","B23006_023",1271,205
"171","17031030603","Census Tract 306.03, Cook County, Illinois","B01001_001",2258,226
"172","17031030603","Census Tract 306.03, Cook County, Illinois","B02001_002",1203,228
"173","17031030603","Census Tract 306.03, Cook County, Illinois","B17007_002",316,104
"174","17031030603","Census Tract 306.03, Cook County, Illinois","B19013_001",34415,6490
"175","17031030603","Census Tract 306.03, Cook County, Illinois","B23006_023",866,173
"176","17031030604","Census Tract 306.04, Cook County, Illinois","B01001_001",3344,267
"177","17031030604","Census Tract 306.04, Cook County, Illinois","B02001_002",1612,288
"178","17031030604","Census Tract 306.04, Cook County, Illinois","B17007_002",472,129
"179","17031030604","Census Tract 306.04, Cook County, Illinois","B19013_001",35096,12187
"180","17031030604","Census Tract 306.04, Cook County, Illinois","B23006_023",1325,195
"181","17031030701","Census Tract 307.01, Cook County, Illinois","B01001_001",1712,172
"182","17031030701","Census Tract 307.01, Cook County, Illinois","B02001_002",860,166
"183","17031030701","Census Tract 307.01, Cook County, Illinois","B17007_002",119,52
"184","17031030701","Census Tract 307.01, Cook County, Illinois","B19013_001",41042,6924
"185","17031030701","Census Tract 307.01, Cook County, Illinois","B23006_023",639,112
"186","17031030702","Census Tract 307.02, Cook County, Illinois","B01001_001",2252,255
"187","17031030702","Census Tract 307.02, Cook County, Illinois","B02001_002",1295,187
"188","17031030702","Census Tract 307.02, Cook County, Illinois","B17007_002",154,65
"189","17031030702","Census Tract 307.02, Cook County, Illinois","B19013_001",59414,11941
"190","17031030702","Census Tract 307.02, Cook County, Illinois","B23006_023",1046,118
"191","17031030703","Census Tract 307.03, Cook County, Illinois","B01001_001",2909,289
"192","17031030703","Census Tract 307.03, Cook County, Illinois","B02001_002",1927,299
"193","17031030703","Census Tract 307.03, Cook County, Illinois","B17007_002",516,142
"194","17031030703","Census Tract 307.03, Cook County, Illinois","B19013_001",40195,12803
"195","17031030703","Census Tract 307.03, Cook County, Illinois","B23006_023",1080,216
"196","17031030706","Census Tract 307.06, Cook County, Illinois","B01001_001",2928,348
"197","17031030706","Census Tract 307.06, Cook County, Illinois","B02001_002",1830,318
"198","17031030706","Census Tract 307.06, Cook County, Illinois","B17007_002",172,94
"199","17031030706","Census Tract 307.06, Cook County, Illinois","B19013_001",39308,17346
"200","17031030706","Census Tract 307.06, Cook County, Illinois","B23006_023",1020,194
"201","17031030800","Census Tract 308, Cook County, Illinois","B01001_001",4392,414
"202","17031030800","Census Tract 308, Cook County, Illinois","B02001_002",3583,485
"203","17031030800","Census Tract 308, Cook County, Illinois","B17007_002",310,141
"204","17031030800","Census Tract 308, Cook County, Illinois","B19013_001",90288,15141
"205","17031030800","Census Tract 308, Cook County, Illinois","B23006_023",2169,309
"206","17031030900","Census Tract 309, Cook County, Illinois","B01001_001",3061,431
"207","17031030900","Census Tract 309, Cook County, Illinois","B02001_002",2241,281
"208","17031030900","Census Tract 309, Cook County, Illinois","B17007_002",177,103
"209","17031030900","Census Tract 309, Cook County, Illinois","B19013_001",95958,15227
"210","17031030900","Census Tract 309, Cook County, Illinois","B23006_023",1385,238
"211","17031031000","Census Tract 310, Cook County, Illinois","B01001_001",4089,309
"212","17031031000","Census Tract 310, Cook County, Illinois","B02001_002",3359,333
"213","17031031000","Census Tract 310, Cook County, Illinois","B17007_002",143,74
"214","17031031000","Census Tract 310, Cook County, Illinois","B19013_001",81291,7254
"215","17031031000","Census Tract 310, Cook County, Illinois","B23006_023",2029,256
"216","17031031100","Census Tract 311, Cook County, Illinois","B01001_001",5059,614
"217","17031031100","Census Tract 311, Cook County, Illinois","B02001_002",3672,559
"218","17031031100","Census Tract 311, Cook County, Illinois","B17007_002",535,298
"219","17031031100","Census Tract 311, Cook County, Illinois","B19013_001",68304,22381
"220","17031031100","Census Tract 311, Cook County, Illinois","B23006_023",2163,445
"221","17031031200","Census Tract 312, Cook County, Illinois","B01001_001",5937,652
"222","17031031200","Census Tract 312, Cook County, Illinois","B02001_002",3508,707
"223","17031031200","Census Tract 312, Cook County, Illinois","B17007_002",641,205
"224","17031031200","Census Tract 312, Cook County, Illinois","B19013_001",40380,8289
"225","17031031200","Census Tract 312, Cook County, Illinois","B23006_023",1820,327
"226","17031031300","Census Tract 313, Cook County, Illinois","B01001_001",7604,574
"227","17031031300","Census Tract 313, Cook County, Illinois","B02001_002",4286,359
"228","17031031300","Census Tract 313, Cook County, Illinois","B17007_002",847,282
"229","17031031300","Census Tract 313, Cook County, Illinois","B19013_001",41445,7938
"230","17031031300","Census Tract 313, Cook County, Illinois","B23006_023",2367,367
"231","17031031400","Census Tract 314, Cook County, Illinois","B01001_001",4853,406
"232","17031031400","Census Tract 314, Cook County, Illinois","B02001_002",3382,412
"233","17031031400","Census Tract 314, Cook County, Illinois","B17007_002",432,159
"234","17031031400","Census Tract 314, Cook County, Illinois","B19013_001",69590,10603
"235","17031031400","Census Tract 314, Cook County, Illinois","B23006_023",2711,324
"236","17031031501","Census Tract 315.01, Cook County, Illinois","B01001_001",4587,431
"237","17031031501","Census Tract 315.01, Cook County, Illinois","B02001_002",1870,252
"238","17031031501","Census Tract 315.01, Cook County, Illinois","B17007_002",970,328
"239","17031031501","Census Tract 315.01, Cook County, Illinois","B19013_001",25257,5083
"240","17031031501","Census Tract 315.01, Cook County, Illinois","B23006_023",951,207
"241","17031031502","Census Tract 315.02, Cook County, Illinois","B01001_001",4651,380
"242","17031031502","Census Tract 315.02, Cook County, Illinois","B02001_002",1971,408
"243","17031031502","Census Tract 315.02, Cook County, Illinois","B17007_002",892,199
"244","17031031502","Census Tract 315.02, Cook County, Illinois","B19013_001",25317,5362
"245","17031031502","Census Tract 315.02, Cook County, Illinois","B23006_023",1264,267
"246","17031031700","Census Tract 317, Cook County, Illinois","B01001_001",6691,625
"247","17031031700","Census Tract 317, Cook County, Illinois","B02001_002",4067,524
"248","17031031700","Census Tract 317, Cook County, Illinois","B17007_002",1033,272
"249","17031031700","Census Tract 317, Cook County, Illinois","B19013_001",56175,16295
"250","17031031700","Census Tract 317, Cook County, Illinois","B23006_023",2633,354
"251","17031031800","Census Tract 318, Cook County, Illinois","B01001_001",1857,116
"252","17031031800","Census Tract 318, Cook County, Illinois","B02001_002",1535,126
"253","17031031800","Census Tract 318, Cook County, Illinois","B17007_002",132,71
"254","17031031800","Census Tract 318, Cook County, Illinois","B19013_001",78558,11136
"255","17031031800","Census Tract 318, Cook County, Illinois","B23006_023",983,104
"256","17031031900","Census Tract 319, Cook County, Illinois","B01001_001",2566,221
"257","17031031900","Census Tract 319, Cook County, Illinois","B02001_002",1997,202
"258","17031031900","Census Tract 319, Cook County, Illinois","B17007_002",162,78
"259","17031031900","Census Tract 319, Cook County, Illinois","B19013_001",67760,11152
"260","17031031900","Census Tract 319, Cook County, Illinois","B23006_023",1294,176
"261","17031032100","Census Tract 321, Cook County, Illinois","B01001_001",6837,947
"262","17031032100","Census Tract 321, Cook County, Illinois","B02001_002",5641,862
"263","17031032100","Census Tract 321, Cook County, Illinois","B17007_002",1129,422
"264","17031032100","Census Tract 321, Cook County, Illinois","B19013_001",53013,12336
"265","17031032100","Census Tract 321, Cook County, Illinois","B23006_023",3124,583
"266","17031040100","Census Tract 401, Cook County, Illinois","B01001_001",3879,372
"267","17031040100","Census Tract 401, Cook County, Illinois","B02001_002",3212,362
"268","17031040100","Census Tract 401, Cook County, Illinois","B17007_002",120,65
"269","17031040100","Census Tract 401, Cook County, Illinois","B19013_001",85368,10232
"270","17031040100","Census Tract 401, Cook County, Illinois","B23006_023",1720,199
"271","17031040201","Census Tract 402.01, Cook County, Illinois","B01001_001",6891,544
"272","17031040201","Census Tract 402.01, Cook County, Illinois","B02001_002",4831,463
"273","17031040201","Census Tract 402.01, Cook County, Illinois","B17007_002",238,123
"274","17031040201","Census Tract 402.01, Cook County, Illinois","B19013_001",71322,7835
"275","17031040201","Census Tract 402.01, Cook County, Illinois","B23006_023",2985,423
"276","17031040202","Census Tract 402.02, Cook County, Illinois","B01001_001",7265,751
"277","17031040202","Census Tract 402.02, Cook County, Illinois","B02001_002",4154,710
"278","17031040202","Census Tract 402.02, Cook County, Illinois","B17007_002",664,193
"279","17031040202","Census Tract 402.02, Cook County, Illinois","B19013_001",40011,6129
"280","17031040202","Census Tract 402.02, Cook County, Illinois","B23006_023",1924,354
"281","17031040300","Census Tract 403, Cook County, Illinois","B01001_001",2925,292
"282","17031040300","Census Tract 403, Cook County, Illinois","B02001_002",1876,269
"283","17031040300","Census Tract 403, Cook County, Illinois","B17007_002",40,33
"284","17031040300","Census Tract 403, Cook County, Illinois","B19013_001",90250,26236
"285","17031040300","Census Tract 403, Cook County, Illinois","B23006_023",946,161
"286","17031040401","Census Tract 404.01, Cook County, Illinois","B01001_001",3347,482
"287","17031040401","Census Tract 404.01, Cook County, Illinois","B02001_002",2674,406
"288","17031040401","Census Tract 404.01, Cook County, Illinois","B17007_002",77,71
"289","17031040401","Census Tract 404.01, Cook County, Illinois","B19013_001",89063,9018
"290","17031040401","Census Tract 404.01, Cook County, Illinois","B23006_023",1812,305
"291","17031040402","Census Tract 404.02, Cook County, Illinois","B01001_001",5269,456
"292","17031040402","Census Tract 404.02, Cook County, Illinois","B02001_002",4276,396
"293","17031040402","Census Tract 404.02, Cook County, Illinois","B17007_002",176,96
"294","17031040402","Census Tract 404.02, Cook County, Illinois","B19013_001",82798,18683
"295","17031040402","Census Tract 404.02, Cook County, Illinois","B23006_023",2860,308
"296","17031040600","Census Tract 406, Cook County, Illinois","B01001_001",2514,289
"297","17031040600","Census Tract 406, Cook County, Illinois","B02001_002",2318,275
"298","17031040600","Census Tract 406, Cook County, Illinois","B17007_002",69,52
"299","17031040600","Census Tract 406, Cook County, Illinois","B19013_001",82383,10037
"300","17031040600","Census Tract 406, Cook County, Illinois","B23006_023",1438,166
"301","17031040700","Census Tract 407, Cook County, Illinois","B01001_001",3440,397
"302","17031040700","Census Tract 407, Cook County, Illinois","B02001_002",2862,291
"303","17031040700","Census Tract 407, Cook County, Illinois","B17007_002",178,99
"304","17031040700","Census Tract 407, Cook County, Illinois","B19013_001",76915,11351
"305","17031040700","Census Tract 407, Cook County, Illinois","B23006_023",1691,213
"306","17031040800","Census Tract 408, Cook County, Illinois","B01001_001",1829,150
"307","17031040800","Census Tract 408, Cook County, Illinois","B02001_002",1477,144
"308","17031040800","Census Tract 408, Cook County, Illinois","B17007_002",78,36
"309","17031040800","Census Tract 408, Cook County, Illinois","B19013_001",76809,9087
"310","17031040800","Census Tract 408, Cook County, Illinois","B23006_023",887,104
"311","17031040900","Census Tract 409, Cook County, Illinois","B01001_001",1842,260
"312","17031040900","Census Tract 409, Cook County, Illinois","B02001_002",1660,247
"313","17031040900","Census Tract 409, Cook County, Illinois","B17007_002",137,87
"314","17031040900","Census Tract 409, Cook County, Illinois","B19013_001",76964,16201
"315","17031040900","Census Tract 409, Cook County, Illinois","B23006_023",1134,196
"316","17031050100","Census Tract 501, Cook County, Illinois","B01001_001",2731,230
"317","17031050100","Census Tract 501, Cook County, Illinois","B02001_002",2235,255
"318","17031050100","Census Tract 501, Cook County, Illinois","B17007_002",110,63
"319","17031050100","Census Tract 501, Cook County, Illinois","B19013_001",114012,4961
"320","17031050100","Census Tract 501, Cook County, Illinois","B23006_023",1466,147
"321","17031050200","Census Tract 502, Cook County, Illinois","B01001_001",5431,527
"322","17031050200","Census Tract 502, Cook County, Illinois","B02001_002",4857,493
"323","17031050200","Census Tract 502, Cook County, Illinois","B17007_002",129,63
"324","17031050200","Census Tract 502, Cook County, Illinois","B19013_001",85671,11876
"325","17031050200","Census Tract 502, Cook County, Illinois","B23006_023",2234,290
"326","17031050300","Census Tract 503, Cook County, Illinois","B01001_001",2723,278
"327","17031050300","Census Tract 503, Cook County, Illinois","B02001_002",2197,289
"328","17031050300","Census Tract 503, Cook County, Illinois","B17007_002",110,71
"329","17031050300","Census Tract 503, Cook County, Illinois","B19013_001",84844,15832
"330","17031050300","Census Tract 503, Cook County, Illinois","B23006_023",1131,161
"331","17031050500","Census Tract 505, Cook County, Illinois","B01001_001",6069,593
"332","17031050500","Census Tract 505, Cook County, Illinois","B02001_002",5447,543
"333","17031050500","Census Tract 505, Cook County, Illinois","B17007_002",95,58
"334","17031050500","Census Tract 505, Cook County, Illinois","B19013_001",133845,18573
"335","17031050500","Census Tract 505, Cook County, Illinois","B23006_023",3140,336
"336","17031050600","Census Tract 506, Cook County, Illinois","B01001_001",2177,190
"337","17031050600","Census Tract 506, Cook County, Illinois","B02001_002",2042,182
"338","17031050600","Census Tract 506, Cook County, Illinois","B17007_002",116,112
"339","17031050600","Census Tract 506, Cook County, Illinois","B19013_001",105513,16617
"340","17031050600","Census Tract 506, Cook County, Illinois","B23006_023",1265,178
"341","17031050700","Census Tract 507, Cook County, Illinois","B01001_001",1610,161
"342","17031050700","Census Tract 507, Cook County, Illinois","B02001_002",1528,162
"343","17031050700","Census Tract 507, Cook County, Illinois","B17007_002",57,45
"344","17031050700","Census Tract 507, Cook County, Illinois","B19013_001",124500,11781
"345","17031050700","Census Tract 507, Cook County, Illinois","B23006_023",868,89
"346","17031050800","Census Tract 508, Cook County, Illinois","B01001_001",1457,114
"347","17031050800","Census Tract 508, Cook County, Illinois","B02001_002",1335,122
"348","17031050800","Census Tract 508, Cook County, Illinois","B17007_002",31,27
"349","17031050800","Census Tract 508, Cook County, Illinois","B19013_001",116000,19212
"350","17031050800","Census Tract 508, Cook County, Illinois","B23006_023",760,90
"351","17031050900","Census Tract 509, Cook County, Illinois","B01001_001",1302,183
"352","17031050900","Census Tract 509, Cook County, Illinois","B02001_002",1038,154
"353","17031050900","Census Tract 509, Cook County, Illinois","B17007_002",33,28
"354","17031050900","Census Tract 509, Cook County, Illinois","B19013_001",91719,7023
"355","17031050900","Census Tract 509, Cook County, Illinois","B23006_023",628,110
"356","17031051000","Census Tract 510, Cook County, Illinois","B01001_001",1718,147
"357","17031051000","Census Tract 510, Cook County, Illinois","B02001_002",1493,139
"358","17031051000","Census Tract 510, Cook County, Illinois","B17007_002",50,35
"359","17031051000","Census Tract 510, Cook County, Illinois","B19013_001",109130,24666
"360","17031051000","Census Tract 510, Cook County, Illinois","B23006_023",855,87
"361","17031051100","Census Tract 511, Cook County, Illinois","B01001_001",1654,196
"362","17031051100","Census Tract 511, Cook County, Illinois","B02001_002",1442,158
"363","17031051100","Census Tract 511, Cook County, Illinois","B17007_002",19,23
"364","17031051100","Census Tract 511, Cook County, Illinois","B19013_001",136131,25631
"365","17031051100","Census Tract 511, Cook County, Illinois","B23006_023",800,127
"366","17031051200","Census Tract 512, Cook County, Illinois","B01001_001",1594,144
"367","17031051200","Census Tract 512, Cook County, Illinois","B02001_002",1313,147
"368","17031051200","Census Tract 512, Cook County, Illinois","B17007_002",71,49
"369","17031051200","Census Tract 512, Cook County, Illinois","B19013_001",129167,20808
